ash_grey,Ash Grey,#b2beb5,178,190,181,65fac11d962db3adedf2cffe,65f9ea319a9354a3f5193a65,65fabb46962db3adedf2cf31
asparagus,Asparagus,#87a96b,135,169,107,65fabb46962db3adedf2cf31,65fac094962db3adedf2cfe0,65fac165962db3adedf2d007
atomic_tangerine,Atomic Tangerine,#f96,255,153,102,65fac165962db3adedf2d007,65fabb46962db3adedf2cf31,65f9ea319a9354a3f5193a65
auburn,Auburn,#a52a2a,165,42,42,65fac11d962db3adedf2cffe,65fac165962db3adedf2d007,65fac193962db3adedf2d00e
aureolin,Aureolin,#fdee00,253,238,0,65fac094962db3adedf2cfe0,65f9ea319a9354a3f5193a65,65fac165962db3adedf2d007
aurometalsaurus,Aurometalsaurus,#6e7f80,110,127,128,65fac11d962db3adedf2cffe,65fac165962db3adedf2d007,65f9ea319a9354a3f5193a65
avocado,Avocado,#568203,86,130,3,65fabb46962db3adedf2cf31,65fac094962db3adedf2cfe0,65f9ea319a9354a3f5193a65
azure,Azure,#007fff,0,127,255,65fac193962db3adedf2d00e,65fabb46962db3adedf2cf31,65fac11d962db3adedf2cffe
azure_mist_web,Azure Mist/Web,#f0ffff,240,255,255,65fac11d962db3adedf2cffe,65fac193962db3adedf2d00e,65fac094962db3adedf2cfe0
baby_blue,Baby Blue,#89cff0,137,207,240,65fabb46962db3adedf2cf31,65fac11d962db3adedf2cffe,65fac193962db3adedf2d00e
baby_blue_eyes,Baby Blue Eyes,#a1caf1,161,202,241,65fac165962db3adedf2d007,65f9ea319a9354a3f5193a65,65fac11d962db3adedf2cffe
baby_pink,Baby Pink,#f4c2c2,244,194,194,65fac094962db3adedf2cfe0,65fabb46962db3adedf2cf31,65fac165962db3adedf2d007
ball_blue,Ball Blue,#21abcd,33,171,205,65f9ea319a9354a3f5193a65,65fac11d962db3adedf2cffe,65fabb46962db3adedf2cf31
banana_mania,Banana Mania,#fae7b5,250,231,181,65fac165962db3adedf2d007,65fac193962db3adedf2d00e,65fabb46962db3adedf2cf31
banana_yellow,Banana Yellow,#ffe135,255,225,53,65f9ea319a9354a3f5193a65,65fac094962db3adedf2cfe0,65fac11d962db3adedf2cffe
barn_red,Barn Red,#7c0a02,124,10,2,65f9ea319a9354a3f5193a65,65fac193962db3adedf2d00e,65fabb46962db3adedf2cf31
battleship_grey,Battleship Grey,#848482,132,132,130,65f9ea319a9354a3f5193a65,65fac094962db3adedf2cfe0,65fac165962db3adedf2d007
bazaar,Bazaar,#98777b,152,119,123,65fac11d962db3adedf2cffe,65fac165962db3adedf2d007,65fac094962db3adedf2cfe0
beau_blue,Beau Blue,#bcd4e6,188,212,230,65fac193962db3adedf2d00e,65fac11d962db3adedf2cffe,65f9ea319a9354a3f5193a65
beaver,Beaver,#9f8170,159,129,112,65fac165962db3adedf2d007,65fac094962db3adedf2cfe0,65fabb46962db3adedf2cf31
beige,Beige,#f5f5dc,245,245,220,65fac165962db3adedf2d007,65fac193962db3adedf2d00e,65fabb46962db3adedf2cf31
big_dip_o_ruby,Big Dip O’Ruby,#9c2542,156,37,66,65fac165962db3adedf2d007,65fac11d962db3adedf2cffe,65fac094962db3adedf2cfe0
bisque,Bisque,#ffe4c4,255,228,196,65fac094962db3adedf2cfe0,65fac11d962db3adedf2cffe,65fac193962db3adedf2d00e
bistre,Bistre,#3d2b1f,61,43,31,65fac165962db3adedf2d007,65fabb46962db3adedf2cf31,65f9ea319a9354a3f5193a65
bittersweet,Bittersweet,#fe6f5e,254,111,94,65fac11d962db3adedf2cffe,65f9ea319a9354a3f5193a65,65fac193962db3adedf2d00e
bittersweet_shimmer,Bittersweet Shimmer,#bf4f51,191,79,81,65fac094962db3adedf2cfe0,65fac11d962db3adedf2cffe,65fac193962db3adedf2d00e
black,Black,#000,0,0,0,65fabb46962db3adedf2cf31,65f9ea319a9354a3f5193a65,65fac094962db3adedf2cfe0
black_bean,Black Bean,#3d0c02,61,12,2,65f9ea319a9354a3f5193a65,65fac165962db3adedf2d007,65fac11d962db3adedf2cffe
black_leather_jacket,Black Leather Jacket,#253529,37,53,41,65fac094962db3adedf2cfe0,65f9ea319a9354a3f5193a65,65fac193962db3adedf2d00e
black_olive,Black Olive,#3b3c36,59,60,54,65fac094962db3adedf2cfe0,65f9ea319a9354a3f5193a65,65fac193962db3adedf2d00e
blanched_almond,Blanched Almond,#ffebcd,255,235,205,65fac11d962db3adedf2cffe,65fac165962db3adedf2d007,65f9ea319a9354a3f5193a65
blast_off_bronze,Blast-Off Bronze,#a57164,165,113,100,65f9ea319a9354a3f5193a65,65fac11d962db3adedf2cffe,65fac165962db3adedf2d007
bleu_de_france,Bleu De France,#318ce7,49,140,231,65fac193962db3adedf2d00e,65f9ea319a9354a3f5193a65,65fac094962db3adedf2cfe0
blizzard_blue,Blizzard Blue,#ace5ee,172,229,238,65fac165962db3adedf2d007,65f9ea319a9354a3f5193a65,65fac193962db3adedf2d00e
blond,Blond,#faf0be,250,240,190,65fac193962db3adedf2d00e,65fabb46962db3adedf2cf31,65f9ea319a9354a3f5193a65
blue,Blue,#00f,0,0,255,65fac165962db3adedf2d007,65fac11d962db3adedf2cffe,65f9ea319a9354a3f5193a65
blue_bell,Blue Bell,#a2a2d0,162,162,208,65f9ea319a9354a3f5193a65,65fac11d962db3adedf2cffe,65fac165962db3adedf2d007
blue_crayola,Blue (Crayola),#1f75fe,31,117,254,65fac165962db3adedf2d007,65fabb46962db3adedf2cf31,65fac193962db3adedf2d00e
blue_gray,Blue Gray,#69c,102,153,204,65fac094962db3adedf2cfe0,65fac193962db3adedf2d00e,65f9ea319a9354a3f5193a65
blue_green,Blue-Green,#0d98ba,13,152,186,65fac094962db3adedf2cfe0,65fac11d962db3adedf2cffe,65fac165962db3adedf2d007
blue_munsell,Blue (Munsell),#0093af,0,147,175,65fac094962db3adedf2cfe0,65fac193962db3adedf2d00e,65fabb46962db3adedf2cf31
blue_ncs,Blue (Ncs),#0087bd,0,135,189,65f9ea319a9354a3f5193a65,65fac193962db3adedf2d00e,65fac094962db3adedf2cfe0
blue_pigment,Blue (Pigment),#339,51,51,153,65fac193962db3adedf2d00e,65fac11d962db3adedf2cffe,65f9ea319a9354a3f5193a65
blue_ryb,Blue (Ryb),#0247fe,2,71,254,65fac11d962db3adedf2cffe,65fabb46962db3adedf2cf31,65f9ea319a9354a3f5193a65
blue_sapphire,Blue Sapphire,#126180,18,97,128,65f9ea319a9354a3f5193a65,65fac11d962db3adedf2cffe,65fabb46962db3adedf2cf31
blue_violet,Blue-Violet,#8a2be2,138,43,226,65fabb46962db3adedf2cf31,65fac165962db3adedf2d007,65fac11d962db3adedf2cffe
blush,Blush,#de5d83,222,93,131,65fac11d962db3adedf2cffe,65fac094962db3adedf2cfe0,65f9ea319a9354a3f5193a65
bole,Bole,#79443b,121,68,59,65fac094962db3adedf2cfe0,65fac11d962db3adedf2cffe,65f9ea319a9354a3f5193a65
bondi_blue,Bondi Blue,#0095b6,0,149,182,65fac193962db3adedf2d00e,65fac11d962db3adedf2cffe,65fac094962db3adedf2cfe0
bone,Bone,#e3dac9,227,218,201,65fabb46962db3adedf2cf31,65fac165962db3adedf2d007,65f9ea319a9354a3f5193a65
boston_university_red,Boston University Red,#c00,204,0,0,65fac165962db3adedf2d007,65f9ea319a9354a3f5193a65,65fabb46962db3adedf2cf31
bottle_green,Bottle Green,#006a4e,0,106,78,65fac165962db3adedf2d007,65fabb46962db3adedf2cf31,65fac094962db3adedf2cfe0
boysenberry,Boysenberry,#873260,135,50,96,65f9ea319a9354a3f5193a65,65fac11d962db3adedf2cffe,65fac094962db3adedf2cfe0
brandeis_blue,Brandeis Blue,#0070ff,0,112,255,65fac094962db3adedf2cfe0,65fabb46962db3adedf2cf31,65fac165962db3adedf2d007
brass,Brass,#b5a642,181,166,66,65f9ea319a9354a3f5193a65,65fac165962db3adedf2d007,65fac11d962db3adedf2cffe
brick_red,Brick Red,#cb4154,203,65,84,65fac193962db3adedf2d00e,65f9ea319a9354a3f5193a65,65fac165962db3adedf2d007
bright_cerulean,Bright Cerulean,#1dacd6,29,172,214,65fac165962db3adedf2d007,65fac094962db3adedf2cfe0,65f9ea319a9354a3f5193a65
bright_green,Bright Green,#6f0,102,255,0,65fabb46962db3adedf2cf31,65fac11d962db3adedf2cffe,65fac094962db3adedf2cfe0
bright_lavender,Bright Lavender,#bf94e4,191,148,228,65f9ea319a9354a3f5193a65,65fac094962db3adedf2cfe0,65fac165962db3adedf2d007
bright_maroon,Bright Maroon,#c32148,195,33,72,65fac193962db3adedf2d00e,65f9ea319a9354a3f5193a65,65fac11d962db3adedf2cffe
bright_pink,Bright Pink,#ff007f,255,0,127,65f9ea319a9354a3f5193a65,65fabb46962db3adedf2cf31,65fac193962db3adedf2d00e
bright_turquoise,Bright Turquoise,#08e8de,8,232,222,65fac165962db3adedf2d007,65fac11d962db3adedf2cffe,65fac094962db3adedf2cfe0
bright_ube,Bright Ube,#d19fe8,209,159,232,65fac193962db3adedf2d00e,65f9ea319a9354a3f5193a65,65fac094962db3adedf2cfe0
brilliant_lavender,Brilliant Lavender,#f4bbff,244,187,255,65fac165962db3adedf2d007,65fabb46962db3adedf2cf31,65fac094962db3adedf2cfe0
brilliant_rose,Brilliant Rose,#ff55a3,255,85,163,65fac193962db3adedf2d00e,65fac165962db3adedf2d007,65fac11d962db3adedf2cffe
brink_pink,Brink Pink,#fb607f,251,96,127,65fabb46962db3adedf2cf31,65fac11d962db3adedf2cffe,65f9ea319a9354a3f5193a65
british_racing_green,British Racing Green,#004225,0,66,37,65fac165962db3adedf2d007,65fabb46962db3adedf2cf31,65fac11d962db3adedf2cffe
bronze,Bronze,#cd7f32,205,127,50,65fac11d962db3adedf2cffe,65fac094962db3adedf2cfe0,65f9ea319a9354a3f5193a65
brown_traditional,Brown (Traditional),#964b00,150,75,0,65f9ea319a9354a3f5193a65,65fac165962db3adedf2d007,65fac11d962db3adedf2cffe
brown_web,Brown (Web),#a52a2a,165,42,42,65f9ea319a9354a3f5193a65,65fac165962db3adedf2d007,65fac11d962db3adedf2cffe
bubble_gum,Bubble Gum,#ffc1cc,255,193,204,65f9ea319a9354a3f5193a65,65fac11d962db3adedf2cffe,65fac165962db3adedf2d007
bubbles,Bubbles,#e7feff,231,254,255,65fac094962db3adedf2cfe0,65fac193962db3adedf2d00e,65fac165962db3adedf2d007
buff,Buff,#f0dc82,240,220,130,65f9ea319a9354a3f5193a65,65fac094962db3adedf2cfe0,65fac165962db3adedf2d007
bulgarian_rose,Bulgarian Rose,#480607,72,6,7,65fac11d962db3adedf2cffe,65fac165962db3adedf2d007,65fabb46962db3adedf2cf31
burgundy,Burgundy,#800020,128,0,32,65fabb46962db3adedf2cf31,65fac094962db3adedf2cfe0,65fac11d962db3adedf2cffe
burlywood,Burlywood,#deb887,222,184,135,65fabb46962db3adedf2cf31,65fac094962db3adedf2cfe0,65fac11d962db3adedf2cffe
burnt_orange,Burnt Orange,#c50,204,85,0,65f9ea319a9354a3f5193a65,65fac193962db3adedf2d00e,65fac094962db3adedf2cfe0
burnt_sienna,Burnt Sienna,#e97451,233,116,81,65fac165962db3adedf2d007,65fac094962db3adedf2cfe0,65fabb46962db3adedf2cf31
burnt_umber,Burnt Umber,#8a3324,138,51,36,65f9ea319a9354a3f5193a65,65fac11d962db3adedf2cffe,65fac193962db3adedf2d00e
byzantine,Byzantine,#bd33a4,189,51,164,65fac11d962db3adedf2cffe,65f9ea319a9354a3f5193a65,65fabb46962db3adedf2cf31
byzantium,Byzantium,#702963,112,41,99,65fabb46962db3adedf2cf31,65fac11d962db3adedf2cffe,65fac094962db3adedf2cfe0
cadet,Cadet,#536872,83,104,114,65fac11d962db3adedf2cffe,65fac165962db3adedf2d007,65fac094962db3adedf2cfe0
cadet_blue,Cadet Blue,#5f9ea0,95,158,160,65fac193962db3adedf2d00e,65f9ea319a9354a3f5193a65,65fac094962db3adedf2cfe0
cadet_grey,Cadet Grey,#91a3b0,145,163,176,65fac165962db3adedf2d007,65fac094962db3adedf2cfe0,65f9ea319a9354a3f5193a65
cadmium_green,Cadmium Green,#006b3c,0,107,60,65fac11d962db3adedf2cffe,65fac193962db3adedf2d00e,65fabb46962db3adedf2cf31
cadmium_orange,Cadmium Orange,#ed872d,237,135,45,65fac165962db3adedf2d007,65f9ea319a9354a3f5193a65,65fabb46962db3adedf2cf31
cadmium_red,Cadmium Red,#e30022,227,0,34,65fac165962db3adedf2d007,65fac11d962db3adedf2cffe,65fabb46962db3adedf2cf31
cadmium_yellow,Cadmium Yellow,#fff600,255,246,0,65fac165962db3adedf2d007,65f9ea319a9354a3f5193a65,65fabb46962db3adedf2cf31
caf_au_lait,Café Au Lait,#a67b5b,166,123,91,65fac165962db3adedf2d007,65fac11d962db3adedf2cffe,65fac193962db3adedf2d00e
caf_noir,Café Noir,#4b3621,75,54,33,65f9ea319a9354a3f5193a65,65fac094962db3adedf2cfe0,65fabb46962db3adedf2cf31
cal_poly_green,Cal Poly Green,#1e4d2b,30,77,43,65fac165962db3adedf2d007,65fac193962db3adedf2d00e,65fac094962db3adedf2cfe0
cambridge_blue,Cambridge Blue,#a3c1ad,163,193,173,65fac165962db3adedf2d007,65fabb46962db3adedf2cf31,65f9ea319a9354a3f5193a65
camel,Camel,#c19a6b,193,154,107,65fabb46962db3adedf2cf31,65fac11d962db3adedf2cffe,65fac094962db3adedf2cfe0
cameo_pink,Cameo Pink,#efbbcc,239,187,204,65fac094962db3adedf2cfe0,65fac165962db3adedf2d007,65fac193962db3adedf2d00e
camouflage_green,Camouflage Green,#78866b,120,134,107,65fac11d962db3adedf2cffe,65fabb46962db3adedf2cf31,65fac094962db3adedf2cfe0
canary_yellow,Canary Yellow,#ffef00,255,239,0,65fac165962db3adedf2d007,65fabb46962db3adedf2cf31,65fac193962db3adedf2d00e
candy_apple_red,Candy Apple Red,#ff0800,255,8,0,65fac193962db3adedf2d00e,65f9ea319a9354a3f5193a65,65fac094962db3adedf2cfe0
candy_pink,Candy Pink,#e4717a,228,113,122,65fac11d962db3adedf2cffe,65fabb46962db3adedf2cf31,65fac165962db3adedf2d007
capri,Capri,#00bfff,0,191,255,65fac165962db3adedf2d007,65fac11d962db3adedf2cffe,65f9ea319a9354a3f5193a65
caput_mortuum,Caput Mortuum,#592720,89,39,32,65fac193962db3adedf2d00e,65fac165962db3adedf2d007,65f9ea319a9354a3f5193a65
cardinal,Cardinal,#c41e3a,196,30,58,65fac165962db3adedf2d007,65f9ea319a9354a3f5193a65,65fac11d962db3adedf2cffe
caribbean_green,Caribbean Green,#0c9,0,204,153,65fac094962db3adedf2cfe0,65fac193962db3adedf2d00e,65f9ea319a9354a3f5193a65
carmine,Carmine,#960018,150,0,24,65f9ea319a9354a3f5193a65,65fabb46962db3adedf2cf31,65fac11d962db3adedf2cffe
carmine_m_p,Carmine (M&P),#d70040,215,0,64,65fabb46962db3adedf2cf31,65fac094962db3adedf2cfe0,65f9ea319a9354a3f5193a65
carmine_pink,Carmine Pink,#eb4c42,235,76,66,65fac193962db3adedf2d00e,65fac165962db3adedf2d007,65fac11d962db3adedf2cffe
carmine_red,Carmine Red,#ff0038,255,0,56,65fac165962db3adedf2d007,65fac193962db3adedf2d00e,65fac11d962db3adedf2cffe
carnation_pink,Carnation Pink,#ffa6c9,255,166,201,65f9ea319a9354a3f5193a65,65fac11d962db3adedf2cffe,65fac193962db3adedf2d00e
carnelian,Carnelian,#b31b1b,179,27,27,65fac165962db3adedf2d007,65fac193962db3adedf2d00e,65fac11d962db3adedf2cffe
carolina_blue,Carolina Blue,#99badd,153,186,221,65fabb46962db3adedf2cf31,65fac165962db3adedf2d007,65fac094962db3adedf2cfe0
carrot_orange,Carrot Orange,#ed9121,237,145,33,65fac094962db3adedf2cfe0,65f9ea319a9354a3f5193a65,65fac165962db3adedf2d007
catalina_blue,Catalina Blue,#062a78,6,42,120,65fac094962db3adedf2cfe0,65fac165962db3adedf2d007,65fac193962db3adedf2d00e
ceil,Ceil,#92a1cf,146,161,207,65fac193962db3adedf2d00e,65fac165962db3adedf2d007,65fabb46962db3adedf2cf31
celadon,Celadon,#ace1af,172,225,175,65fac11d962db3adedf2cffe,65fac193962db3adedf2d00e,65fabb46962db3adedf2cf31
celadon_blue,Celadon Blue,#007ba7,0,123,167,65fac11d962db3adedf2cffe,65fac165962db3adedf2d007,65fac193962db3adedf2d00e
celadon_green,Celadon Green,#2f847c,47,132,124,65f9ea319a9354a3f5193a65,65fabb46962db3adedf2cf31,65fac165962db3adedf2d007
celeste_colour,Celeste (Colour),#b2ffff,178,255,255,65fabb46962db3adedf2cf31,65fac11d962db3adedf2cffe,65f9ea319a9354a3f5193a65
celestial_blue,Celestial Blue,#4997d0,73,151,208,65f9ea319a9354a3f5193a65,65fac193962db3adedf2d00e,65fac11d962db3adedf2cffe
cerise,Cerise,#de3163,222,49,99,65fac193962db3adedf2d00e,65fabb46962db3adedf2cf31,65fac094962db3adedf2cfe0
cerise_pink,Cerise Pink,#ec3b83,236,59,131,65fabb46962db3adedf2cf31,65fac094962db3adedf2cfe0,65f9ea319a9354a3f5193a65
cerulean,Cerulean,#007ba7,0,123,167,65fabb46962db3adedf2cf31,65fac11d962db3adedf2cffe,65f9ea319a9354a3f5193a65
cerulean_blue,Cerulean Blue,#2a52be,42,82,190,65fac11d962db3adedf2cffe,65fac094962db3adedf2cfe0,65f9ea319a9354a3f5193a65
cerulean_frost,Cerulean Frost,#6d9bc3,109,155,195,65fac165962db3adedf2d007,65fac094962db3adedf2cfe0,65fabb46962db3adedf2cf31
cg_blue,Cg Blue,#007aa5,0,122,165,65fac165962db3adedf2d007,65fac11d962db3adedf2cffe,65fabb46962db3adedf2cf31
cg_red,Cg Red,#e03c31,224,60,49,65f9ea319a9354a3f5193a65,65fabb46962db3adedf2cf31,65fac094962db3adedf2cfe0
chamoisee,Chamoisee,#a0785a,160,120,90,65fac165962db3adedf2d007,65fac193962db3adedf2d00e,65f9ea319a9354a3f5193a65
champagne,Champagne,#fad6a5,250,214,165,65fabb46962db3adedf2cf31,65fac165962db3adedf2d007,65fac193962db3adedf2d00e
charcoal,Charcoal,#36454f,54,69,79,65fac11d962db3adedf2cffe,65fac094962db3adedf2cfe0,65fac193962db3adedf2d00e
charm_pink,Charm Pink,#e68fac,230,143,172,65f9ea319a9354a3f5193a65,65fac193962db3adedf2d00e,65fabb46962db3adedf2cf31
chartreuse_traditional,Chartreuse (Traditional),#dfff00,223,255,0,65fac193962db3adedf2d00e,65fac165962db3adedf2d007,65fac094962db3adedf2cfe0
chartreuse_web,Chartreuse (Web),#7fff00,127,255,0,65fac193962db3adedf2d00e,65fabb46962db3adedf2cf31,65fac094962db3adedf2cfe0
cherry,Cherry,#de3163,222,49,99,65fac094962db3adedf2cfe0,65fac165962db3adedf2d007,65fac11d962db3adedf2cffe
cherry_blossom_pink,Cherry Blossom Pink,#ffb7c5,255,183,197,65fac193962db3adedf2d00e,65fac094962db3adedf2cfe0,65fabb46962db3adedf2cf31
chestnut,Chestnut,#cd5c5c,205,92,92,65fac165962db3adedf2d007,65fac094962db3adedf2cfe0,65fabb46962db3adedf2cf31
china_pink,China Pink,#de6fa1,222,111,161,65fac094962db3adedf2cfe0,65fac193962db3adedf2d00e,65fac165962db3adedf2d007
china_rose,China Rose,#a8516e,168,81,110,65fabb46962db3adedf2cf31,65f9ea319a9354a3f5193a65,65fac165962db3adedf2d007
chinese_red,Chinese Red,#aa381e,170,56,30,65fabb46962db3adedf2cf31,65fac193962db3adedf2d00e,65fac094962db3adedf2cfe0
chocolate_traditional,Chocolate (Traditional),#7b3f00,123,63,0,65f9ea319a9354a3f5193a65,65fac11d962db3adedf2cffe,65fabb46962db3adedf2cf31
chocolate_web,Chocolate (Web),#d2691e,210,105,30,65f9ea319a9354a3f5193a65,65fac094962db3adedf2cfe0,65fac11d962db3adedf2cffe
chrome_yellow,Chrome Yellow,#ffa700,255,167,0,65fac094962db3adedf2cfe0,65fac11d962db3adedf2cffe,65fac165962db3adedf2d007
cinereous,Cinereous,#98817b,152,129,123,65fac094962db3adedf2cfe0,65fac11d962db3adedf2cffe,65fac165962db3adedf2d007
cinnabar,Cinnabar,#e34234,227,66,52,65fac193962db3adedf2d00e,65f9ea319a9354a3f5193a65,65fac11d962db3adedf2cffe
cinnamon,Cinnamon,#d2691e,210,105,30,65fac165962db3adedf2d007,65f9ea319a9354a3f5193a65,65fac094962db3adedf2cfe0
citrine,Citrine,#e4d00a,228,208,10,65fac094962db3adedf2cfe0,65fabb46962db3adedf2cf31,65fac11d962db3adedf2cffe
classic_rose,Classic Rose,#fbcce7,251,204,231,65f9ea319a9354a3f5193a65,65fabb46962db3adedf2cf31,65fac11d962db3adedf2cffe
cobalt,Cobalt,#0047ab,0,71,171,65f9ea319a9354a3f5193a65,65fac193962db3adedf2d00e,65fabb46962db3adedf2cf31
cocoa_brown,Cocoa Brown,#d2691e,210,105,30,65fac193962db3adedf2d00e,65fac11d962db3adedf2cffe,65f9ea319a9354a3f5193a65
coffee,Coffee,#6f4e37,111,78,55,65fac11d962db3adedf2cffe,65fac094962db3adedf2cfe0,65fac193962db3adedf2d00e
columbia_blue,Columbia Blue,#9bddff,155,221,255,65fac193962db3adedf2d00e,65fac11d962db3adedf2cffe,65f9ea319a9354a3f5193a65
congo_pink,Congo Pink,#f88379,248,131,121,65fabb46962db3adedf2cf31,65f9ea319a9354a3f5193a65,65fac165962db3adedf2d007
cool_black,Cool Black,#002e63,0,46,99,65f9ea319a9354a3f5193a65,65fac11d962db3adedf2cffe,65fac165962db3adedf2d007
cool_grey,Cool Grey,#8c92ac,140,146,172,65f9ea319a9354a3f5193a65,65fac094962db3adedf2cfe0,65fac11d962db3adedf2cffe
copper,Copper,#b87333,184,115,51,65fabb46962db3adedf2cf31,65fac165962db3adedf2d007,65fac193962db3adedf2d00e
copper_crayola,Copper (Crayola),#da8a67,218,138,103,65fac193962db3adedf2d00e,65f9ea319a9354a3f5193a65,65fabb46962db3adedf2cf31
copper_penny,Copper Penny,#ad6f69,173,111,105,65fac094962db3adedf2cfe0,65fabb46962db3adedf2cf31,65fac193962db3adedf2d00e
copper_red,Copper Red,#cb6d51,203,109,81,65fabb46962db3adedf2cf31,65fac094962db3adedf2cfe0,65fac165962db3adedf2d007
copper_rose,Copper Rose,#966,153,102,102,65fac165962db3adedf2d007,65fac11d962db3adedf2cffe,65fac094962db3adedf2cfe0
coquelicot,Coquelicot,#ff3800,255,56,0,65fac165962db3adedf2d007,65fac11d962db3adedf2cffe,65fac193962db3adedf2d00e
coral,Coral,#ff7f50,255,127,80,65fac193962db3adedf2d00e,65fabb46962db3adedf2cf31,65fac165962db3adedf2d007
coral_pink,Coral Pink,#f88379,248,131,121,65fac094962db3adedf2cfe0,65fabb46962db3adedf2cf31,65f9ea319a9354a3f5193a65
coral_red,Coral Red,#ff4040,255,64,64,65f9ea319a9354a3f5193a65,65fac165962db3adedf2d007,65fabb46962db3adedf2cf31
cordovan,Cordovan,#893f45,137,63,69,65fac11d962db3adedf2cffe,65f9ea319a9354a3f5193a65,65fac193962db3adedf2d00e
corn,Corn,#fbec5d,251,236,93,65fabb46962db3adedf2cf31,65fac165962db3adedf2d007,65fac11d962db3adedf2cffe
cornell_red,Cornell Red,#b31b1b,179,27,27,65fac193962db3adedf2d00e,65f9ea319a9354a3f5193a65,65fac094962db3adedf2cfe0
cornflower_blue,Cornflower Blue,#6495ed,100,149,237,65fac165962db3adedf2d007,65fac193962db3adedf2d00e,65fabb46962db3adedf2cf31
cornsilk,Cornsilk,#fff8dc,255,248,220,65f9ea319a9354a3f5193a65,65fac165962db3adedf2d007,65fabb46962db3adedf2cf31
cosmic_latte,Cosmic Latte,#fff8e7,255,248,231,65fac165962db3adedf2d007,65fac11d962db3adedf2cffe,65f9ea319a9354a3f5193a65
